f000001,0.000,2.480,"And welcome back to our town hall with Joe Biden."
f000002,2.480,4.200,"We’re going to get a question now from Cedric Humphrey."
f000003,4.200,6.240,"He’s a student from Harrisburg, Pennsylvania."
f000004,6.240,8.200,"Progressive Democrat."
f000005,8.200,9.240,"Don’t jump, Cedric."
f000006,9.240,10.400,"You’re look like you’re way up there."
f000007,10.400,11.120,"I’ll be okay."
f000008,11.120,12.000,"Thank you, George."
f000009,12.000,13.720,"And good evening, former Vice President Biden."
f000010,13.720,13.920,"Good evening."
f000011,13.920,14.560,"Many people believe that the true swing demographic in this election will be-"
f000012,14.560,24.320,"Many people believe that the true swing demographic in this election will be Black voters under the age of 30, not because they’ll be voting for Trump, but because they won’t vote at all."
f000013,24.320,26.880,"I myself have had this exact same conflict."
f000014,26.880,38.840,"So my question for you then is, besides “You ain’t Black,” what do you have to say to young Black voters who see voting for you as further participation in a system that continually fails to protect them?"
f000015,38.840,44.560,"Well, I’d say first of all, as my buddy John Lewis said, “It’s a sacred opportunity, the right to vote."
f000016,44.560,50.040,"You can make a difference.” If young Black women and men vote, you can determine the outcome of this election."
f000017,50.040,50.880,"Not a joke."
f000018,50.880,52.000,"You can do that."
f000019,52.000,54.560,"Then the next question is, am I worthy of your vote?"
f000020,54.560,55.880,"Can I earn your vote?"
f000021,55.880,61.760,"And the answer is, there’s two things I think that I care and I’ve demonstrated I care about my whole career."
f000022,61.760,74.160,"One is, in addition to dealing with a criminal justice system to make it fairer and make it more decent, we have to be able to put Black Americans in a position to be able to gain wealth, generate wealth."
f000023,74.160,76.520,"And so you look at what that entails."
f000024,76.520,92.200,"It entails everything from early education, that’s why I’m supporting making sure that Title One schools, as you know, schools with the least tax base to be able to support their schools, I increased the funding from them from $15 to $45 billion."
f000025,92.200,98.800,"That allows every teacher in that school to make up to 60,000 bucks, and the problem now is they’re leaving the schools."
f000026,98.800,99.640,"They’re not there."
f000027,99.640,103.680,"We’re short about a million and a half teachers, a million and a quarter teachers."
f000028,103.680,118.080,"Number two, every three and four and five-year-old will go to school, school, not daycare, school, and with all the great universities, including the one you’ve gone to, go to, or went to, in fact, talks about in the last eight years, what’s happened."
f000029,118.080,120.360,"What happens when you let them go to school?"
f000030,120.360,130.280,"They make up rapidly whatever shortcoming they had in terms of their education prior to that."
f000031,130.280,133.280,"They have not heard as many words spoken, et cetera, et cetera."
f000032,133.280,143.080,"What happens is that, the studies show, that 58% will increase by 58% their chance of going all through 12 years of school, and going through successfully."
f000033,143.080,149.200,"It will also provide for the ability to bring in social workers and school psychologists."
