f000001,0.000,3.480,"And welcome back to our town hall with Former Vice President Joe Biden."
f000002,3.480,5.640,"We’re going to look at the environment right now."
f000003,5.640,10.240,"We’re going to get a question from Michele Ellison and from Pittsburgh, Pennsylvania, businesswoman, a social worker."
f000004,10.240,14.400,"You’re a Republican who’s voted for Democrats, but you’re not sure what you’re going to do this time around."
f000005,14.400,15.240,"Correct?"
f000006,15.240,17.920,"Correct."
f000007,17.920,20.080,"Greetings Former Vice President Biden."
f000008,20.080,20.640,"Hello."
f000009,20.640,22.840,"Thank you, Mr. Stephanopoulos."
f000010,22.840,34.760,"In a 2012 report of the University of Pittsburgh’s Institute of Politics fracking was discussed and it is possible implications for the waterways from the Commonwealth to the gulf."
f000011,34.760,41.040,"Fracking has made the population sick and killed wildlife in Southwest Pennsylvania."
f000012,41.040,50.240,"The Commonwealth of Pennsylvania and small business development centers have already begun to transition people away from fossil fuels."
f000013,50.240,58.240,"What industries that are not harmful to human health and the environment are you planning for Southwest Pennsylvania and the nation?"
f000014,58.240,61.840,"Well, first of all, I make it clear."
f000015,61.840,64.520,"I do not propose banning fracking."
f000016,64.520,76.280,"I think you have to make sure that fracking is in fact not emitting methane or polluting the well or dealing with what can be small earthquakes in how they’re drilling."
f000017,76.280,80.080,"So, it has to be managed very, very well, number one."
f000018,80.080,85.760,"Number two, what we have to do is the future rests in renewable energy."
f000019,85.760,104.400,"The single fastest growing energy source in the world right now, because I’m going to say something that’s going to sound self-serving, but I manage the RecoveryAact and I was able to invest billions of dollars into bringing down the cost per BTU of wind and solar."
f000020,104.400,111.560,"So now it’s cheaper than coal, is cheaper than oil right now, and it has great, great promise."
f000021,111.560,115.960,"And it’s also the fastest growing employer in the energy industry."
f000022,115.960,119.120,"And so there are a number of things that I would do immediately."
f000023,119.120,126.000,"Number one, there are well over 100,000 wells that are left uncapped in the region."
f000024,126.000,135.640,"We could hire 128,000 of these people who are working in the industry to cap these wells and get a good salary doing it now, number one."
f000025,135.640,142.600,"Number two, we should be moving toward finding the new technologies that are going to be able to deal with carbon capture."
f000026,142.600,157.200,"So, ultimately, it’s a transition we moved from, to a net zero emission of carbon that we’re still going to be able to use if we find the right technology, some gases, some gas to be able to, if we can carbon capture."
f000027,157.200,174.000,"And I think we’re going to be able to move in a direction where by the year 2035, we’ll be able to have net zero emissions of carbon from the creation of energy, energy creation so we can move it by dealing with those."
f000028,174.000,190.000,"And every time we talk about global warming or the environment, the president thinks it’s a joke and I think as jobs, because what we’re going to have happened is you’ll be able to see now, as I started to say before."
