f000001,0.000,1.400,"And we’re back."
f000002,1.400,4.720,"We’re live in Miami with President Trump for a town hall."
f000003,4.720,7.000,"Live in Miami with President Trump for a town hall."
f000004,7.000,8.320,"Thank you again, Mr. President."
f000005,8.320,9.240,"We have another voter."
f000006,9.240,14.440,"Now, Christie Alonzo, come on out, Christie, she is leaning slightly towards you, she says."
f000007,14.440,16.720,"She voted for you in 2016."
f000008,16.720,17.560,"Christie, you ready?"
f000009,17.560,20.720,"Take the mask off, hold the mic close, and let’s hear your question."
f000010,20.720,22.360,"Thank you for your service, Mr. President."
f000011,22.360,23.120,"Thank you."
f000012,23.120,23.680,"Thank you very much."
f000013,23.680,26.400,"We’re a hard-working middle-class family of four."
f000014,26.400,31.680,"My husband and I are both self-employed, and we have to get our own individual healthcare."
f000015,31.680,36.120,"As you know, healthcare costs have gone up considerably over the decades."
f000016,36.120,40.400,"And you had originally said you were going to repeal and replace Obamacare."
f000017,40.400,46.760,"What is your plan now in 2020 to make healthcare costs affordable for Americans like myself?"
f000018,46.760,47.160,"Good."
f000019,47.160,61.040,"So we got rid of the individual mandate on Obamacare, which was the worst part of Obamacare, and now you could actually say it’s not Obamacare because that’s how big it was, where you had to pay a fortune for the privilege of not having to pay for bad health insurance, so we got rid of that."
f000020,61.040,63.280,"That was a big, big thing."
f000021,63.280,75.360,"And by doing that, and we will always have… By the way, we’re always protecting people with pre-existing conditions, and I can’t say that more strongly, but we’ve been able to bring healthcare costs way down."
f000022,75.360,81.160,"Now, I took over Obamacare, got rid of the individual mandate, made it good, managed it much better."
f000023,81.160,87.720,"Remember, they had the $5 billion website disaster, and all of the problems they had."
f000024,87.720,90.160,"The problem with Obamacare, it’s not good."
f000025,90.160,98.400,"We’d like to terminate it, and we want a much less expensive healthcare that’s a much better healthcare, and that’s where we’re aiming."
f000026,98.400,105.240,"And if we can do that, and we have a very good chance of doing it, but we’ve also brought down the price of Obamacare."
f000027,105.240,111.440,"The problem with Obamacare, it basically is never going to be great, and I want to give great healthcare."
f000028,111.440,111.520,"So important."
f000029,111.520,112.840,"And thank you very much."
f000030,112.840,114.520,"Mr. President, I got a follow-up pre-existing conditions."
f000031,114.520,116.160,"This is such a big issue for voters."
f000032,116.160,117.640,"It is a big issue for me too."
f000033,117.640,125.720,"In point of fact, your administration is about to go to the Supreme Court to argue to throw out the rest of Obamacare, which includes the protections for preexisting conditions."
f000034,125.720,126.360,"That’s right."
f000035,126.360,127.040,"That’s right."
f000036,127.040,130.960,"So your administration is in court right now, trying to get rid of that protection."
f000037,130.960,136.600,"In order to replace it with a much better healthcare at a much lower price."
f000038,136.600,142.280,"And always, under all circumstances, we are going to protect the Republicans."
f000039,142.280,148.880,"And maybe I changed the party a lot over the last three years, but we will protect people with preexisting conditions."
f000040,148.880,152.800,"And Savannah, what I want to do, get rid of the terrible Obamacare."
f000041,152.800,157.640,"I’ve already done it to a large extent because as you know, the individual mandate is gone."
f000042,157.640,158.840,"That was the worst part."
f000043,158.840,160.320,"You repealed, but you haven’t replaced."
f000044,160.320,161.360,"No, no."
f000045,161.360,163.280,"Now, you’ve been in office almost four years."
f000046,163.280,163.880,"We have done-"
f000047,163.880,169.560,"You have both houses of Congress, Senate and House, in Republican hands, and there is not a replacement yet."
f000048,169.560,170.480,"That’s right."
f000049,170.480,173.040,"I’m sorry, but if you look, we had both houses and what did we do?"
f000050,173.040,173.880,"We got rid of the individual mandate."
f000051,173.880,175.280,"That went through the legislature."
f000052,175.280,177.440,"But the promise was repeal and replace."
f000053,177.440,178.320,"Look, look."
f000054,178.320,180.080,"We should be on the same side."
f000055,180.080,181.120,"I wanted very simple."
f000056,181.120,182.400,"I’m going to put it very simple."
f000057,182.400,188.560,"We would like to terminate it, and we would like to replace it with something that’s much less expensive and much better."
f000058,188.560,191.840,"We will always protect people with preexisting conditions."
f000059,191.840,193.000,"But if you’re successful in court-"
f000060,193.000,193.200,"And here’s the thing-"
f000061,193.200,196.880,"… in November, those preexisting conditions, that promise will be gone."
f000062,196.880,202.440,"If we don’t succeed, we are running the remnants of whatever’s left because we took it apart."
f000063,202.440,213.480,"We are running the remnants of whatever’s left much better than the previous administration, which ran it very badly, but we’d like to have new healthcare much better and much less expensive."
f000064,213.480,215.160,"Let me get to question number five."
f000065,215.160,217.200,"And you’ll like this, he’s stuck in traffic."
f000066,217.200,218.840,"His name is Joe White."
f000067,218.840,220.760,"He is registered as a Democrat."
f000068,220.760,225.720,"He says he’s leaning toward Biden and voted for Hillary Clinton in 2016."
f000069,225.720,232.960,"And his question was a, a second stimulus payment has been broadly agreed upon by the Republicans and Democrats, and yet, now we’re in October and it’s still not passed."
f000070,232.960,239.880,"Why not use your office to make the second stimulus payment a separate targeted emergency relief package to help Americans weather the pandemic?"
f000071,239.880,245.800,"Well, we’ve actually passed three packages, and we’re on our fourth, and I agree with him 100%."
f000072,245.800,246.800,"He should vote for me."
f000073,246.800,248.720,"The problem you have is Nancy Pelosi."
f000074,248.720,250.600,"She couldn’t care less about the worker."
f000075,250.600,253.400,"She couldn’t care less about our people."
f000076,253.400,256.200,"And we should have a stimulus, and I want a stimulus."
f000077,256.200,258.160,"The Republicans will approve a stimulus."
