f000001,0.000,1.880,"And the Supreme Court is our next topic."
f000002,1.880,6.320,"The questioner, Nathan Osburn of Philadelphia, Pennsylvania, Democrat."
f000003,6.320,8.280,"Hi, I’m George and Mr. Vice President."
f000004,8.280,9.400,"Hey, Nathan."
f000005,9.400,18.000,"Our country’s first Supreme Court gave its first ruling is just two blocks from here from 1791 to 1800, and it’s become more polarized since then."
f000006,18.000,26.240,"Merrick Garland didn’t get a hearing for all of 2016 and Amy Coney Barrett is being pushed through at the last minute, even though millions have already voted."
f000007,26.240,35.080,"So what do you think about ideas from people like Pete Buttigieg and others to put in place safeguards that will help ensure more long-term balance and stability?"
f000008,35.080,43.800,"And what do you say to LGBTQ Americans and others who are very worried right now about erosions of their rights and our democracy as a whole?"
f000009,43.800,49.440,"Well, let me start at the last point and work my way back."
f000010,49.440,51.760,"I think there’s great reason to be concerned."
f000011,51.760,56.120,"I was on the road most of the time during these hearings so I didn’t hear many of them."
f000012,56.120,60.440,"I just got the recaps when I’d get in late at night."
f000013,60.440,72.040,"I’m been going around the country, Florida, anyway, but my reading online what the judge said was she didn’t answer very many questions at all."
f000014,72.040,82.240,"And I don’t even think she is laid out much of a judicial philosophy in terms of the basis upon which she thinks are there unenumerated rights in the Constitution, nonetheless."
f000015,82.240,83.520,"So, number one."
f000016,83.520,92.960,"So I think there’s great reason to be concerned for the LGBT community, something I fought very hard for, for a long time to make sure there’s equality across the board."
f000017,92.960,117.440,"Number two, I think that also healthcare overall is very much in jeopardy as a consequence of the President’s going to go directly after this election directly to the Supreme Court within a month to try to get Obamacare wiped out after 10 million people have already lost her insurance from their employer and wants to take 20 million people out of the system as well, plus 100 million people with pre-existing conditions."
f000018,117.440,119.640,"So there’s a lot at stake."
f000019,119.640,121.560,"I don’t think it’s appropriate."
f000020,121.560,140.600,"I think the Constitution implies, there’s no provision in the Constitution, my problem is I made a mistake of teaching constitutional law for 21 years, and the separation of powers, the Constitution implies that their way the people have a right to determine who’s going to be on the court is how they vote for their Senators and their President."
f000021,140.600,143.000,"We seek the advice and consent of the Senate."
f000022,143.000,143.360,"And the President-"
f000023,143.360,146.240,"The President is President for all four years, isn’t he?"
f000024,146.240,146.640,"He is."
f000025,146.640,154.560,"But once an election begins, by implication, it is inconsistent with the constitutional principles, in my view."
f000026,154.560,162.400,"You get disagreement among scholars on this, but I believe it’s inconsistent when millions of people have already voted to put someone on the Court."
f000027,162.400,169.800,"I think it should have been held until this election is over, see what the makeup of the Senate is going to be."
f000028,169.800,172.800,"If the President wins this election, he should be able to go for it."
f000029,172.800,174.560,"But how about that question of expanding the court?"
f000030,174.560,177.520,"Here’s what you said exactly one year ago tonight at a Democratic debate."
f000031,177.520,180.000,"You said, “I would not get into court packing."
f000032,180.000,183.000,"I would not pack the court.” That’s not what you’re saying now."
