f000001,0.000,4.320,"We are live in Miami in the middle of a town hall with President Trump."
f000002,4.320,6.000,"Thank you again for being here."
f000003,6.000,6.360,"Thank you."
f000004,6.360,8.200,"We’ve got another voter, Adam Schucher."
f000005,8.200,10.360,"He voted for Clinton in 2016."
f000006,10.360,13.600,"He’s registered as a Democrat and says he’s supporting Biden."
f000007,13.600,14.840,"Adam, take it away."
f000008,14.840,15.720,"Thank you, Savannah."
f000009,15.720,16.920,"Thank you, Mr. President."
f000010,16.920,17.040,"Thank you, Adam."
f000011,17.040,26.200,"Four years ago, Senate leadership said it was inappropriate to push through a nominee in an election year, yet they fast-tracked your nominee for the Supreme Court just today."
f000012,26.200,37.640,"The question I have for you is, what do you say to the voter that thinks it’s hypocritical to act in that manner and that they can’t trust Republicans’ word?"
f000013,37.640,43.520,"So when I was elected, and when a president is elected, they’re elected for a period of four years."
f000014,43.520,45.640,"And Justice Ginsburg said it best."
f000015,45.640,52.680,"I think, talking about president Obama having to do with somebody else, that the president is put there for four years, not for three years."
f000016,52.680,60.280,"So during this fourth year, it happened to come up, unfortunately, because I had great respect for Justice Ginsburg."
f000017,60.280,65.440,"But a vacancy happened to come up, and we picked somebody that’s outstanding."
f000018,65.440,69.080,"She has been an absolute star, and I’m extremely proud of it."
f000019,69.080,71.160,"But again, plenty of time."
f000020,71.160,72.320,"There’s plenty of time."
f000021,72.320,75.600,"We’re going to do it before the election, but we also have much time after the election."
f000022,75.600,80.760,"But there’s no reason to wait, because it’s almost unanimous, it seems to me, certainly within the Republican party."
f000023,80.760,85.400,"And frankly, most of the Democrats within closed rooms, I guarantee you that."
f000024,85.400,89.720,"This is an outstanding person, and I’m using my fourth term."
f000025,89.720,96.800,"And if you look at it and if you put the shoe on the other foot, if they had this, they would do it 100%."
f000026,96.800,99.920,"So there’s been 29 times when this has happened."
f000027,99.920,103.720,"All 29 times a president has done exactly what I’ve done."
f000028,103.720,115.680,"To the voter’s point, I’ll just say that in 2016, you were on another show, actually another morning show, and you were asked whether President Obama should nominate a Supreme Court Justice Merrick Garland."
f000029,115.680,122.840,"And you said, “I think the Senate should wait until the next president, and let the president pick.” Now that was eight months before the election."
f000030,122.840,124.600,"This is three weeks before the election."
f000031,124.600,126.440,"So I have a lot of respect, by the way, for-"
f000032,126.440,127.800,"So you have changed your position on this?"
f000033,127.800,129.400,"I have a lot of respect for Judge Garland."
f000034,129.400,130.520,"I want to tell you that."
f000035,130.520,136.720,"But I’ll tell you, the whole ball game changed when I saw the way they treated Justice Kavanaugh."
f000036,136.720,146.840,"I have never seen any human being, and I’m not just talking about Supreme Court… I have never seen a human being treated so badly with false accusations and everything else."
f000037,146.840,148.800,"I have never seen anything like it."
f000038,148.800,150.560,"And you know what the truth is, Savannah?"
f000039,150.560,153.200,"Like it or not, the ball game changed a lot."
f000040,153.200,158.840,"There has never been anybody treated so badly as, now Justice Kavanaugh."
f000041,158.840,168.240,"You’ve mentioned that you would like to see Amy Coney Barrett confirmed to the Supreme Court in case any challenges come up in connection with the election."
f000042,168.240,169.960,"Do you expect her to rule for you?"
f000043,169.960,172.880,"Well, I think she’ll have to make that decision."
f000044,172.880,175.120,"I don’t think she has any conflict at all."
f000045,175.120,180.720,"A Supreme Court judge does not have… They can make their own decision."
f000046,180.720,184.600,"They actually have additional power to make that decision."
f000047,184.600,186.800,"It would be totally up to her."
f000048,186.800,193.520,"I would think that she would be able to rule either for me or against me, being I don’t see any conflict whatsoever."
f000049,193.520,194.920,"We have an election coming up."
f000050,194.920,198.280,"I think it’s the most important election in the history of our country."
f000051,198.280,203.280,"If for any chance, and it probably won’t… And I hope it doesn’t ever get to the Supreme Court."
